Country,Lig,home_team,away_team,home_score,away_score,season_year,Date_day,Date_hour,first_half,second_half,home_team_goals_current_time,home_team_goals_current_score,home_team_goals,home_team_goals_assist,away_team_goals_current_time,away_team_goals_current_score,away_team_goals,away_team_goals_assist,home_team_yellow_card_current_time,home_team_yellow_card,home_team_yellow_card_why,away_team_yellow_card_current_time,away_team_yellow_card,away_team_yellow_card_why,home_team_red_card_current_time,home_team_red_card,home_team_red_card_why,away_team_red_card_current_time,away_team_red_card,away_team_red_card_why,home_team_substitutions_current_time,home_team_substitutions,home_team_substitutions_with,home_team_substitution_why,away_team_substitutions_current_time,away_team_substitutions,away_team_substitutions_with,away_team_substitution_why,expected_goals_xg_home,expected_goals_xg_host,Ball_Possession_Home,Ball_Possession_Host,Goal_Attempts_Home,Goal_Attempts_Host,Shots_on_Goal_Home,Shots_on_Goal_Host,Shots_off_Goal_Home,Shots_off_Goal_Host,Blocked_Shots_Home,Blocked_Shots_Host,Free_Kicks_Home,Free_Kicks_Host,Corner_Kicks_Home,Corner_Kicks_Host,Offsides_Home,Offsides_Host,Throw_ins_Home,Throw_ins_Host,Goalkeeper_Saves_Home,Goalkeeper_Saves_Host,Fouls_Home,Fouls_Host,Red_Cards_Home,Red_Cards_Host,Yellow_Cards_Home,Yellow_Cards_Host,Total_Passes_Home,Total_Passes_Host,Completed_Passes_Home,Completed_Passes_Host,Tackles_Home,Tackles_Host,Crosses_Completed_Home,Crosses_Completed_Host,Interceptions_Home,Interceptions_Host,Attacks_Home,Attacks_Host,Dangerous_Attacks_Home,Dangerous_Attacks_Host,Distance_Covered_(km)_Home,Distance_Covered_(km)_Host,Clearances_Completed_Home,Clearances_Completed_Host,Pass_Success_per_Home,Pass_Success_per_Host,referee,venue,capacity,attendance
France,Ligue-1,Strasbourg,Monaco,1,3,2024/2025,09.11,19:00,1 - 0,0 - 3,"[""29'""]",['1 - 0'],['Doue G.'],['(Moreira D.)'],"[""79'"", ""89'"", ""90+1'""]","['1 - 1', '1 - 2', '1 - 3']","['Ben Seghir E.', 'Ben Seghir E.', 'Ilenikhena G.']","['(Penalty)', '(Akliouche M.)', '-']","[""25'"", ""63'"", ""78'"", ""82'"", ""86'""]","['Doue G.', 'Petrovic D.', 'Moreira D.', 'Diarra H.', 'Wiley C.']","['(Roughing)', '(Unsportsmanlike conduct)', '(Handling)', '(Unsportsmanlike conduct)', '(Roughing)']","[""22'"", ""35'""]","['Caio Henrique', 'Camara L.']","['(Holding)', '(Roughing)']",[],[],[],[],[],[],"[""84'"", ""90'"", ""90+4'""]","['Wiley C.', 'Lukovic M.', 'Diongue D.']","['Nanasi S.', 'Doukoure I.', 'Diarra H.']","['-', '-', '-']","[""46'"", ""46'"", ""90+4'"", ""90+6'""]","['Ilenikhena G.', 'Mawissa Elebi C.', 'Diatta K.', 'Teze J.']","['Embolo B.', 'Caio Henrique', 'Minamino T.', 'Magassa S.']","['-', '-', '-', '-']",0.79,3.72,42%,58%,5,19,2,8,3,7,0,4,18,16,1,2,1,2,22,14,5,1,16,18,,,5,2,,,,,,,,,13,11,,,,,,,,,,,Dechepy B.  (Fra)  -  Lepaysant B.  (Fra),Stade de la Meinau  (Strasbourg),26 109,67 100
France,Ligue-1,Marseille,Auxerre,1,3,2024/2025,08.11,22:45,0 - 3,1 - 0,"[""65'""]",['1 - 3'],['Greenwood M.'],['(Penalty)'],"[""10'"", ""43'"", ""45'""]","['0 - 1', '0 - 2', '0 - 3']","['Sinayoko L.', 'Perrin G.', 'Traore H. J.']","['(Leon D.)', '(Sinayoko L.)', '(Perrin G.)']","[""60'"", ""66'"", ""87'""]","['Rabiot A.', 'Greenwood M.', 'Wahi E.']","['(Holding)', '(Unsportsmanlike conduct)', '(Foul)']","[""66'"", ""88'""]","['Leon D.', 'Bair T.']","['(Unsportsmanlike conduct)', '(Elbowing)']",[],[],[],[],[],[],"[""46'"", ""46'"", ""46'"", ""66'"", ""77'""]","['Wahi E.', 'Kone I.', 'Garcia U.', 'Kondogbia G.', 'Murillo M.']","['Maupay N.', 'Rowe J.', 'Merlin Q.', 'Brassier L.', 'Lirola P.']","['-', '-', '-', '-', '-']","[""78'"", ""79'"", ""85'""]","['Diousse A.', 'Bair T.', 'Onaiwu A.']","['Sinayoko L.', 'Danois K.', 'Perrin G.']","['(Injury)', '-', '-']",2.69,1.44,74%,26%,19,10,5,6,7,2,7,2,16,13,5,3,6,2,20,14,3,4,13,16,,,3,2,,,,,,,,,4,8,,,,,,,,,,,Bollengier M.  (Fra),Stade Vélodrome  (Marseille),67 394,64 184
France,Ligue-1,Nantes,Marseille,1,2,2024/2025,03.11,22:45,1 - 1,0 - 1,"[""39'""]",['1 - 1'],['Kadewere T.'],['(Coco M.)'],"[""24'"", ""61'""]","['0 - 1', '1 - 2']","['Maupay N.', 'Greenwood M.']","['(Rowe J.)', '(Luis Henrique)']","[""90+7'""]",['Pallois N.'],[],"[""90+3'""]",['Balerdi L.'],['(Delay of game)'],[],[],[],[],[],[],"[""68'"", ""68'"", ""68'"", ""80'"", ""80'""]","['Ganago I.', 'Abline M.', 'Amian K.', 'Guirassy B.', 'Gbamin J.']","['Thomas S.', 'Mostafa Mohamed', 'Coco M.', 'Augusto D.', 'Kadewere T.']","['-', '-', '-', '-', '-']","[""59'"", ""59'"", ""69'"", ""69'"", ""87'""]","['Luis Henrique', 'Murillo M.', 'Cornelius D.', 'Brassier L.', 'Rongier V.']","['Kone I.', 'Merlin Q.', 'Lirola P.', 'Rowe J.', 'Cornelius D.']","['-', '-', '(Injury)', '-', '(Injury)']",1.23,1.17,26%,74%,7,9,3,4,3,3,1,2,6,16,2,5,4,1,18,11,2,2,16,6,,,1,1,,,,,,,,,7,6,,,,,,,,,,,Dechepy B.  (Fra),Stade de la Beaujoire  (Nantes),35 322,33 248
France,Ligue-1,Auxerre,Rennes,4,0,2024/2025,03.11,19:00,2 - 0,2 - 0,"[""27'"", ""39'"", ""65'"", ""90+2'""]","['1 - 0', '2 - 0', '3 - 0', '4 - 0']","['Perrin G.', 'Perrin G.', 'Sinayoko L.', 'Onaiwu A.']","['-', '(Traore H. J.)', '(Penalty)', '(Sinayoko L.)']",[],[],[],[],[],[],[],"[""35'"", ""64'""]","['Matusiwa A.', 'Faye M.']","['(Roughing)', '(Foul)']",[],[],[],[],[],[],"[""56'"", ""78'"", ""85'"", ""85'"", ""85'""]","['Sinayoko L.', 'Onaiwu A.', 'Diousse A.', 'Raveloson R.', 'Aye F.']","['Bair T.', 'Traore H. J.', 'Hoever K.', 'Perrin G.', 'Owusu E.']","['-', '-', '-', '-', '-']","[""46'"", ""46'"", ""46'"", ""61'"", ""73'""]","['Santamaria B.', 'Gouiri A.', 'Faye M.', 'Assignon L.', 'Gronbaek A.']","['Matusiwa A.', 'Kamara G.', 'Wooh C.', 'Hateboer H.', 'Jota']","['-', '-', '-', '-', '-']",2.39,0.80,39%,61%,16,7,8,4,7,1,1,2,15,11,3,8,3,2,13,22,4,4,11,15,,,0,2,,,,,,,,,6,5,,,,,,,,,,,Angoula G.  (Fra),Stade de l'Abbé-Deschamps  (Auxerre),17 924,16 366
France,Ligue-1,Le Havre,Montpellier,1,0,2024/2025,03.11,19:00,0 - 0,1 - 0,"[""73'""]",['1 - 0'],['Toure A.'],['(Penalty)'],[],[],[],[],"[""31'"", ""46'""]","['Lloris G.', 'Salmier Y.']","['(Roughing)', '(Elbowing)']","[""35'""]",['Ferri J.'],['(Holding)'],[],[],[],[],[],[],"[""68'"", ""81'""]","['Sabbi E.', 'Kuzyaev D.']","['Ndiaye R.', 'Targhalline O.']","['-', '-']","[""60'"", ""74'"", ""75'"", ""87'""]","['Al-Tamari M.', 'Coulibaly T.', 'Toure B.', 'Ndiaye J.']","['Adams A.', 'Tchato E.', 'Nzingoula R.', 'Sagnan M.']","['-', '-', '-', '-']",2.19,0.98,48%,52%,12,15,4,1,4,7,4,7,13,11,2,10,3,0,18,12,1,3,11,13,,,2,1,,,,,,,,,11,9,,,,,,,,,,,Frappart S.  (Fra),Stade Océane  (Le Havre),25 178,18 703
France,Ligue-1,Toulouse,Reims,1,0,2024/2025,03.11,17:00,0 - 0,1 - 0,"[""84'""]",['1 - 0'],['Aboukhlal Z.'],['(Suazo G.)'],[],[],[],[],[],[],[],"[""77'"", ""81'"", ""86'""]","['Nakamura K.', 'Sangui N.', 'Agbadou E.']","['(Roughing)', '(Roughing)', '(Roughing)']",[],[],[],[],[],[],"[""73'"", ""73'"", ""90+4'""]","['Babicka S.', 'Suazo G.', 'Magri F.']","['Gboho Y.', 'Kamanzi W.', 'Aboukhlal Z.']","['-', '-', '-']","[""73'"", ""86'"", ""90'"", ""90'""]","['Sangui N.', 'Diakhon M.', 'Bamba M. A.', 'Sissoko N.']","['Fofana Y.', 'Okumu J.', 'Kone A.', 'Diakite O.']","['-', '-', '-', '-']",0.90,0.74,51%,49%,13,13,6,2,5,4,2,7,15,16,6,7,0,3,23,16,2,5,16,15,,,0,3,,,,,,,,,6,10,,,,,,,,,,,Vernice M.  (Fra),Stadium Municipal  (Toulouse),33 150,23 752
France,Ligue-1,St Etienne,Strasbourg,2,0,2024/2025,02.11,23:00,0 - 0,2 - 0,"[""51'"", ""78'""]","['1 - 0', '2 - 0']","['Nade M.', 'Sissoko I.']","['(Stassin L.)', '-']",[],[],[],[],"[""40'"", ""47'""]","['Petrot L.', 'Mouton L.']","['(Tripping)', '(Holding)']","[""26'""]",['Sarr M.'],['(Tripping)'],[],[],[],[],[],[],"[""56'"", ""56'"", ""62'"", ""72'""]","['Cafaro M.', 'Sissoko I.', 'Appiah D.', 'Moueffek A.']","['Boakye A.', 'Stassin L.', 'Macon Y.', 'Mouton L.']","['-', '-', '-', '(Injury)']","[""66'"", ""80'"", ""80'"", ""90+1'""]","['Lemarechal F.', 'Ouattara A.', 'Lukovic M.', 'Wiley C.']","['Sarr M.', 'Nanasi S.', 'Bakwa D.', 'Moreira D.']","['-', '-', '-', '-']",2.66,0.53,35%,65%,13,9,3,3,8,4,2,2,4,9,2,3,3,0,16,11,3,1,9,4,,,2,1,,,,,,,,,15,10,,,,,,,,,,,Wattellier E.  (Fra),Stade Geoffroy-Guichard  (Saint-Étienne),42 000,33 043
France,Ligue-1,Brest,Nice,0,1,2024/2025,02.11,21:00,0 - 1,0 - 0,[],[],[],[],"[""42'""]",['0 - 1'],['Guessand E.'],['(Abdi A.)'],[],[],[],"[""74'"", ""84'""]","['Dante', 'Abdelmonem M.']","['(Roughing)', '(Holding)']",[],[],[],[],[],[],"[""68'"", ""69'"", ""79'"", ""79'"", ""88'""]","['Doumbia K.', 'Salah I.', 'Martin J.', 'Faivre R.', 'Haidara M.']","['Magnetti H.', 'Balde M.', 'Camara M.', 'Del Castillo R.', 'Amavi J.']","['-', '-', '-', '-', '-']","[""62'"", ""76'"", ""76'"", ""76'"", ""90+1'""]","['Laborde G.', 'Ndombele T.', 'Mendy A.', 'Diop S.', 'Moukoko Y.']","['Boga J.', 'Ndayishimiye Y.', 'Clauss J.', 'Cho M.', 'Guessand E.']","['-', '-', '-', '-', '-']",1.03,1.58,64%,36%,16,12,6,3,9,8,1,1,4,9,6,2,1,4,19,19,2,6,9,4,,,0,2,,,,,,,,,11,11,,,,,,,,,,,Turpin C.  (Fra),Stade Francis-Le Blé  (Brest),15 220,14 534
France,Ligue-1,PSG,Lens,1,0,2024/2025,02.11,19:00,1 - 0,0 - 0,"[""4'""]",['1 - 0'],['Dembele O.'],['(Barcola B.)'],[],[],[],[],"[""57'""]",['Marquinhos'],['(Roughing)'],"[""45+1'"", ""45+5'"", ""47'"", ""62'"", ""86'""]","['Khusanov A.', 'Still W.', 'Gradit J.', 'Diouf A.', 'Danso K.']","['(Tripping)', '(Not on pitch, Roughing)', '(Roughing)', '(Roughing)', '(Roughing)']",[],[],[],"[""59'""]",['Khusanov A.'],['(Roughing)'],"[""61'"", ""71'"", ""71'""]","['Lee Kang-In', 'Zaire-Emery W.', 'Doue D.']","['Dembele O.', 'Ruiz F.', 'Asensio M.']","['-', '-', '-']","[""20'"", ""63'"", ""63'"", ""80'"", ""80'""]","['Ojediran H.', 'Sarr M.', 'El Aynaoui N.', 'Labeau Lascary R.', 'Pereira da Costa D.']","['Sotoca F.', 'Gradit J.', 'Thomasson A.', 'Zaroury A.', 'Diouf A.']","['(Injury)', '-', '-', '-', '-']",2.65,0.82,69%,31%,18,13,8,2,5,6,5,5,20,3,7,4,2,3,13,7,2,7,3,20,0,1,1,5,,,,,,,,,9,8,,,,,,,,,,,Delajod W.  (Fra),Parc des Princes  (Paris),48 229,47 926
France,Ligue-1,Lille,Lyon,1,1,2024/2025,01.11,23:00,1 - 0,0 - 1,"[""17'""]",['1 - 0'],['David J.'],['-'],"[""90+1'""]",['1 - 1'],['Fofana M.'],['(Maitland-Niles A.)'],"[""27'"", ""43'"", ""57'"", ""90+2'""]","['Genesio B.', 'Zhegrova E.', 'Mukau N.', 'Andre B.']","['(Not on pitch)', '(Roughing)', '(Roughing)']","[""30'""]",['Caleta-Car D.'],['(Tripping)'],[],[],[],[],[],[],"[""70'"", ""70'"", ""81'"", ""81'"", ""85'""]","['Fernandez-Pardo M.', 'Bouaddi A.', 'Bayo M.', 'Bakker M.', 'Toure O.']","['Sahraoui O.', 'Gomes A.', 'Mukau N.', 'Zhegrova E.', 'Meunier T.']","['-', '-', '-', '-', '(Injury)']","[""77'"", ""85'""]","['Benrahma S.', 'Mikautadze G.']","['Veretout J.', 'Lacazette A.']","['-', '-']",1.67,1.13,47%,53%,14,14,2,3,8,6,4,5,10,12,4,9,1,3,12,18,2,1,12,10,,,3,1,,,,,,,,,10,4,,,,,,,,,,,Brisard J.  (Fra),Stade Pierre-Mauroy  (Villeneuve d'Ascq),50 186,45 084
France,Ligue-1,Monaco,Angers,0,1,2024/2025,01.11,21:00,0 - 1,0 - 0,[],[],[],[],"[""29'""]",['0 - 1'],['Aholou J.'],['(Allevinah J.)'],"[""17'""]",['Camara L.'],['(Roughing)'],"[""89'""]",['Capelle P.'],['(Delay of game)'],[],[],[],[],[],[],"[""46'"", ""80'"", ""84'""]","['Ben Seghir E.', 'Bouabre S.', 'Ouattara K.']","['Ilenikhena G.', 'Camara L.', 'Caio Henrique']","['-', '-', '-']","[""61'"", ""72'"", ""72'"", ""90+5'""]","['Belkhdim Y.', 'Capelle P.', 'Lepaul E.', 'Dieng B.']","['Allevinah J.', 'Aholou J.', 'El Melali F.', 'Niane I.']","['-', '-', '(Injury)', '-']",1.34,0.44,64%,36%,11,10,3,3,4,3,4,4,12,16,4,4,0,2,19,25,2,3,16,12,,,1,1,,,,,,,,,10,17,,,,,,,,,,,Kherradji A.  (Fra),Stade Louis II  (Monaco),18 523,10 540
France,Ligue-1,Marseille,PSG,0,3,2024/2025,27.10,22:45,0 - 3,0 - 0,[],[],[],[],"[""7'"", ""29'"", ""40'""]","['0 - 1', '0 - 2', '0 - 3']","['Neves J.', 'Balerdi L.', 'Barcola B.']","['-', '(Own goal)', '(Dembele O.)']","[""18'""]",['Hojbjerg P.'],['(Tripping)'],[],[],[],"[""20'""]",['Harit A.'],['(Serious foul)'],[],[],[],"[""46'"", ""46'"", ""85'""]","['Rowe J.', 'Kone I.', 'Lirola P.']","['Greenwood M.', 'Wahi E.', 'Luis Henrique']","['-', '-', '-']","[""50'"", ""67'"", ""67'"", ""78'"", ""78'""]","['Beraldo L.', 'Ruiz F.', 'Doue D.', 'Asensio M.', 'Mayulu S.']","['Mendes N.', 'Zaire-Emery W.', 'Barcola B.', 'Neves J.', 'Lee Kang-In']","['-', '-', '-', '-', '-']",0.22,2.98,25%,75%,5,19,1,8,2,9,2,2,7,4,1,2,2,8,15,8,5,1,4,7,1,0,1,0,,,,,,,,,9,9,,,,,,,,,,,Letexier F.  (Fra),Stade Vélodrome  (Marseille),67 394,66 115
France,Ligue-1,Montpellier,Toulouse,0,3,2024/2025,27.10,19:00,0 - 3,0 - 0,[],[],[],[],"[""5'"", ""8'"", ""27'""]","['0 - 1', '0 - 2', '0 - 3']","['Aboukhlal Z.', 'Aboukhlal Z.', 'King J.']","['(King J.)', '(Sidibe D.)', '(Aboukhlal Z.)']","[""45+2'""]",['Nordin A.'],['(Unsportsmanlike conduct)'],"[""59'"", ""66'""]","['Casseres C.', 'McKenzie M.']","['(Holding)', '(Foul)']","[""51'""]",['Savanier T.'],['(Roughing)'],[],[],[],"[""60'"", ""61'"", ""61'"", ""71'"", ""85'""]","['Al-Tamari M.', 'Toure B.', 'Maamma O.', 'Tchato E.', 'Bares G.']","['Nzingoula R.', 'Khazri W.', 'Nordin A.', 'Sagnan M.', 'Ferri J.']","['-', '-', '-', '-', '-']","[""64'"", ""78'"", ""78'"", ""84'"", ""84'""]","['Magri F.', 'Genreau D.', 'Zajc M.', 'Schmidt N.', 'Babicka S.']","['King J.', 'Gboho Y.', 'Casseres C.', 'Sierro V.', 'Aboukhlal Z.']","['-', '-', '-', '-', '-']",0.22,1.43,52%,48%,9,15,2,6,5,5,2,4,20,8,1,3,0,1,13,15,3,2,8,20,1,0,1,2,,,,,,,,,9,10,,,,,,,,,,,Leonard T.  (Fra),Stade de la Mosson  (Montpellier),20 484,14 111
France,Ligue-1,Nice,Monaco,2,1,2024/2025,27.10,19:00,1 - 1,1 - 0,"[""45+1'"", ""71'""]","['1 - 1', '2 - 1']","['Guessand E.', 'Laborde G.']","['(Abdi A.)', '-']","[""39'""]",['0 - 1'],['Embolo B.'],['(Akliouche M.)'],"[""45+4'"", ""77'""]","['Cho M.', 'Bard M.']","['(Unsportsmanlike conduct)', '(Roughing)']","[""15'"", ""35'"", ""45'"", ""52'""]","['Magassa S.', 'Vanderson', 'Singo W.', 'Camara L.']","['(Tripping)', '(Tripping)', '(Holding)', '(Roughing)']",[],[],[],"[""45+4'""]",['Vanderson'],['(Unsportsmanlike conduct)'],"[""61'"", ""79'"", ""79'"", ""86'""]","['Laborde G.', 'Mendy A.', 'Diop S.', 'Bouanani B.']","['Cho M.', 'Louchet T.', 'Boga J.', 'Guessand E.']","['-', '-', '-', '-']","[""46'"", ""75'"", ""76'"", ""85'""]","['Diatta K.', 'Ben Seghir E.', 'Ilenikhena G.', 'Ouattara K.']","['Magassa S.', 'Minamino T.', 'Camara L.', 'Caio Henrique']","['-', '-', '-', '(Injury)']",1.72,0.40,40%,60%,17,11,9,5,6,1,2,5,11,16,6,6,2,1,16,15,4,7,16,11,0,1,2,5,,,,,,,,,18,7,,,,,,,,,,,Pignard J.  (Fra),Allianz Riviera  (Nice),36 178,29 795
France,Ligue-1,Strasbourg,Nantes,3,1,2024/2025,27.10,19:00,1 - 0,2 - 1,"[""17'"", ""57'"", ""73'""]","['1 - 0', '2 - 0', '3 - 0']","['Andrey Santos', 'Andrey Santos', 'Bakwa D.']","['(Diarra H.)', '(Bakwa D.)', '(Moreira D.)']","[""83'""]",['3 - 1'],['Guirassy B.'],['(Augusto D.)'],"[""38'"", ""90+6'""]","['Andrey Santos', 'Diarra H.']","['(Tripping)', '(Unsportsmanlike conduct)']","[""87'"", ""90+2'"", ""90+6'""]","['Lepenant J.', 'Ganago I.', 'Zeze N.']","['(Foul)', '(Holding)', '(Unsportsmanlike conduct)']",[],[],[],[],[],[],"[""76'"", ""84'"", ""84'"", ""90+4'"", ""90+4'""]","['Sylla A.', 'Mwanga J.', 'Lemarechal F.', 'Diongue D.', 'Sobol E.']","['Mara S.', 'Andrey Santos', 'Nanasi S.', 'Moreira D.', 'Bakwa D.']","['-', '-', '-', '-', '-']","[""68'"", ""68'"", ""68'"", ""84'"", ""84'""]","['Ganago I.', 'Chirivella P.', 'Guirassy B.', 'Mollet F.', 'Lepenant J.']","['Kadewere T.', 'Gbamin J.', 'Abline M.', 'Thomas S.', 'Augusto D.']","['-', '-', '-', '-', '-']",1.87,0.74,50%,50%,9,8,5,6,1,1,3,1,17,15,5,4,0,2,22,22,5,2,15,17,,,2,3,,,,,,,,,4,6,,,,,,,,,,,Ben El Hadj Salem H.  (Fra),Stade de la Meinau  (Strasbourg),26 109,19 398
France,Ligue-1,Lyon,Auxerre,2,2,2024/2025,27.10,17:00,1 - 0,1 - 2,"[""45+5'"", ""62'""]","['1 - 0', '2 - 1']","['Mikautadze G.', 'Mikautadze G.']","['(Penalty)', '(Benrahma S.)']","[""47'"", ""72'""]","['1 - 1', '2 - 2']","['Diomande S.', 'Traore H. J.']","['(Perrin G.)', '(Diomande S.)']",[],[],[],"[""44'"", ""45+7'"", ""80'"", ""90+3'""]","['Diomande S.', 'Jubal', 'Leon D.', 'Raveloson R.']","['(Unsportsmanlike conduct)', '(Tripping)', '(Delay of game)', '(Roughing)']",[],[],[],[],[],[],"[""69'"", ""77'"", ""78'"", ""85'""]","['Lacazette A.', 'Zaha W.', 'Cherki R.', 'Maitland-Niles A.']","['Benrahma S.', 'Matic N.', 'Mikautadze G.', 'Kumbedi S.']","['-', '-', '-', '-']","[""46'"", ""67'"", ""67'"", ""84'"", ""90+1'""]","['Raveloson R.', 'Sinayoko L.', 'Bair T.', 'Onaiwu A.', 'Diousse A.']","['Danois K.', 'Aye F.', 'Perrin G.', 'Traore H. J.', 'Owusu E.']","['-', '-', '-', '(Injury)', '-']",1.87,1.30,63%,37%,12,17,8,4,2,7,2,6,14,7,5,4,2,4,21,21,2,6,7,14,,,0,4,,,,,,,,,7,12,,,,,,,,,,,Stinat J.  (Fra),Parc Olympique Lyonnais  (Lyon),59 186,54 868
France,Ligue-1,Lens,Lille,0,2,2024/2025,26.10,22:00,0 - 0,0 - 2,[],[],[],[],"[""90+8'"", ""90+11'""]","['0 - 1', '0 - 2']","['David J.', 'Bayo M.']","['(Penalty)', '(Fernandez-Pardo M.)']","[""13'"", ""65'"", ""86'"", ""90+10'""]","['Thomasson A.', 'Pouilly T.', 'Gradit J.', 'Nzola M.']","['(Tripping)', '(Tripping)', '(Holding)', '(Not on pitch)']","[""20'"", ""75'"", ""89'"", ""90+9'""]","['Gudmundsson G.', 'Meunier T.', 'Mandi A.', 'David J.']","['(Tripping)', '(Holding)', '(Unsportsmanlike conduct)', '(Unsportsmanlike conduct)']",[],[],[],[],[],[],"[""46'"", ""71'"", ""71'"", ""71'"", ""83'""]","['Pouilly T.', 'Labeau Lascary R.', 'Fulgini A.', 'Machado D.', 'El Aynaoui N.']","['Frankowski P.', 'Nzola M.', 'Sotoca F.', 'Zaroury A.', 'Thomasson A.']","['(Injury)', '-', '-', '-', '-']","[""62'"", ""66'"", ""66'"", ""83'""]","['Mandi A.', 'Fernandez-Pardo M.', 'Mukau N.', 'Bayo M.']","['Gudmundsson G.', 'Gomes A.', 'Gomes A.', 'Sahraoui O.']","['(Injury)', '-', '-', '-']",1.05,1.79,58%,42%,11,11,4,3,2,1,5,7,14,16,8,2,4,1,22,25,1,4,16,14,,,4,4,,,,,,,,,11,9,,,,,,,,,,,Bastien B.  (Fra),Stade Bollaert-Delelis  (Lens),38 223,38 223
